0 min;;10 min;;20 min;;30 min;;40 min;;50 min;;60 min;;90 min;;120 min;;
Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;Long.de onda (nm);Abs;
588,017395;-0,01937787794;588,017395;-0,0161969997;588,017395;-0,02112330124;588,017395;-0,03134307638;588,017395;-0,03324799985;588,017395;-0,03455691412;588,017395;-0,03304173797;588,017395;-0,03509155288;588,017395;-0,05932185054;
587,0144043;-0,020829143;587,0144043;-0,01708195731;587,0144043;-0,02224197984;587,0144043;-0,0321164839;587,0144043;-0,03433319181;587,0144043;-0,03525545821;587,0144043;-0,03392864019;587,0144043;-0,03581655771;587,0144043;-0,05921426415;
586,0111694;-0,02031276003;586,0111694;-0,01700574346;586,0111694;-0,02177971974;586,0111694;-0,03169330582;586,0111694;-0,03387706727;586,0111694;-0,03545127437;586,0111694;-0,03350626305;586,0111694;-0,03594430536;586,0111694;-0,05898865312;
585,0077515;-0,01986223832;585,0077515;-0,01636634767;585,0077515;-0,02195108868;585,0077515;-0,03188062832;585,0077515;-0,033571776;585,0077515;-0,03516198322;585,0077515;-0,03356353566;585,0077515;-0,03550876305;585,0077515;-0,05868433043;
584,0039063;-0,02021690086;584,0039063;-0,01707852259;584,0039063;-0,02207308821;584,0039063;-0,03210133687;584,0039063;-0,03458784521;584,0039063;-0,0357231088;584,0039063;-0,03364441916;584,0039063;-0,03599053249;584,0039063;-0,05868424103;
582,999939;-0,02011909336;582,999939;-0,01715715975;582,999939;-0,02187444642;582,999939;-0,03215787932;582,999939;-0,03439800441;582,999939;-0,03548233211;582,999939;-0,03387093917;582,999939;-0,03570956737;582,999939;-0,05893373862;
581,9956665;-0,0202680435;581,9956665;-0,01730772667;581,9956665;-0,0224176906;581,9956665;-0,0323153995;581,9956665;-0,03425353393;581,9956665;-0,0357176736;581,9956665;-0,03375029191;581,9956665;-0,03611069918;581,9956665;-0,05862087011;
580,9911499;-0,02064646967;580,9911499;-0,01751607656;580,9911499;-0,02260630578;580,9911499;-0,03258555382;580,9911499;-0,03455490619;580,9911499;-0,03615133464;580,9911499;-0,03418822214;580,9911499;-0,03641130775;580,9911499;-0,05862955377;
579,9864502;-0,02045838535;579,9864502;-0,01697676815;579,9864502;-0,02232672274;579,9864502;-0,0323567763;579,9864502;-0,03429544717;579,9864502;-0,03562257811;579,9864502;-0,03394678608;579,9864502;-0,03633531928;579,9864502;-0,05822588131;
579,0186157;-0,02044124529;579,0186157;-0,01722419076;579,0186157;-0,02221679688;579,0186157;-0,03234966472;579,0186157;-0,03473167866;579,0186157;-0,03575767577;579,0186157;-0,03399188444;579,0186157;-0,03658970818;579,0186157;-0,05834829062;
578,0133667;-0,02038538083;578,0133667;-0,01738219522;578,0133667;-0,0223674383;578,0133667;-0,03231837973;578,0133667;-0,03468593955;578,0133667;-0,03575829789;578,0133667;-0,03405445442;578,0133667;-0,03637617081;578,0133667;-0,05859133229;
577,0078735;-0,0204309728;577,0078735;-0,01699105836;577,0078735;-0,02225403115;577,0078735;-0,0324925594;577,0078735;-0,03434773162;577,0078735;-0,03572019935;577,0078735;-0,03413242102;577,0078735;-0,03640440479;577,0078735;-0,05804885924;
576,0020142;-0,02017785981;576,0020142;-0,01697233692;576,0020142;-0,02217975445;576,0020142;-0,03254169971;576,0020142;-0,03438265249;576,0020142;-0,03559233993;576,0020142;-0,03414419666;576,0020142;-0,03646410257;576,0020142;-0,05800782144;
574,9959717;-0,02106510848;574,9959717;-0,01741701365;574,9959717;-0,02287426405;574,9959717;-0,03278022259;574,9959717;-0,03500611335;574,9959717;-0,03615290672;574,9959717;-0,03456972539;574,9959717;-0,03680428118;574,9959717;-0,05793515593;
573,9897461;-0,02053103037;573,9897461;-0,01706966199;573,9897461;-0,02218477242;573,9897461;-0,03239896521;573,9897461;-0,03468933329;573,9897461;-0,03605281189;573,9897461;-0,03446123004;573,9897461;-0,03665461391;573,9897461;-0,05746244267;
572,9832153;-0,02072120644;572,9832153;-0,01714123413;572,9832153;-0,02254668623;572,9832153;-0,0326840505;572,9832153;-0,03456379846;572,9832153;-0,03595064208;572,9832153;-0,03431908041;572,9832153;-0,03675961494;572,9832153;-0,05724413693;
572,0137329;-0,02073290385;572,0137329;-0,01709882915;572,0137329;-0,02241223305;572,0137329;-0,0325916037;572,0137329;-0,03458244354;572,0137329;-0,03598309681;572,0137329;-0,03437519073;572,0137329;-0,03693088144;572,0137329;-0,05716031417;
571,0066528;-0,02090675943;571,0066528;-0,0171514377;571,0066528;-0,02242363989;571,0066528;-0,03267526254;571,0066528;-0,03492275998;571,0066528;-0,03619068116;571,0066528;-0,03464258462;571,0066528;-0,03719295189;571,0066528;-0,05717697367;
569,9994507;-0,02039427124;569,9994507;-0,01686951332;569,9994507;-0,02240141667;569,9994507;-0,03228790686;569,9994507;-0,03447237238;569,9994507;-0,03594754636;569,9994507;-0,03413744643;569,9994507;-0,0369126685;569,9994507;-0,05650370196;
568,9918823;-0,01999535598;568,9918823;-0,01651225425;568,9918823;-0,02201910503;568,9918823;-0,03179267794;568,9918823;-0,03407527506;568,9918823;-0,03549177945;568,9918823;-0,03381634131;568,9918823;-0,03621201962;568,9918823;-0,05612338707;
567,9841309;-0,02025035396;567,9841309;-0,01661596075;567,9841309;-0,02191973291;567,9841309;-0,032168217;567,9841309;-0,03420051932;567,9841309;-0,03567051142;567,9841309;-0,03425200284;567,9841309;-0,0364869982;567,9841309;-0,05574187264;
567,0133667;-0,0197156202;567,0133667;-0,01606081426;567,0133667;-0,02134875767;567,0133667;-0,03147344664;567,0133667;-0,03364312649;567,0133667;-0,03518284857;567,0133667;-0,0333491303;567,0133667;-0,03605952859;567,0133667;-0,0556814447;
566,005127;-0,02012092248;566,005127;-0,01641620137;566,005127;-0,02189974859;566,005127;-0,03222628683;566,005127;-0,03416286036;566,005127;-0,03580497205;566,005127;-0,03362376615;566,005127;-0,03674781695;566,005127;-0,05504374951;
564,996582;-0,01992217638;564,996582;-0,01620413177;564,996582;-0,02162232064;564,996582;-0,03161547333;564,996582;-0,0339967683;564,996582;-0,03523173556;564,996582;-0,03347405419;564,996582;-0,03626312688;564,996582;-0,0547889024;
563,987854;-0,01924476773;563,987854;-0,01517362241;563,987854;-0,02054890618;563,987854;-0,03099926934;563,987854;-0,03314406797;563,987854;-0,0344691202;563,987854;-0,03286686912;563,987854;-0,03577736765;563,987854;-0,05420428142;
563,0162964;-0,01910834573;563,0162964;-0,01551130228;563,0162964;-0,02076542936;563,0162964;-0,03117600083;563,0162964;-0,03304701671;563,0162964;-0,03472355381;563,0162964;-0,03273230791;563,0162964;-0,03587948158;563,0162964;-0,05372231826;
562,006958;-0,01906588487;562,006958;-0,01516072359;562,006958;-0,020192191;562,006958;-0,03084064461;562,006958;-0,03270503506;562,006958;-0,03453797847;562,006958;-0,03231852129;562,006958;-0,03569492698;562,006958;-0,0536030829;
560,9974365;-0,01871275902;560,9974365;-0,01467344072;560,9974365;-0,02031340078;560,9974365;-0,03033366986;560,9974365;-0,03271617368;560,9974365;-0,03430965543;560,9974365;-0,03228041157;560,9974365;-0,03539467975;560,9974365;-0,05247366428;
559,9877319;-0,019114241;559,9877319;-0,01445480902;559,9877319;-0,02000702545;559,9877319;-0,03044382855;559,9877319;-0,03267170861;559,9877319;-0,03406646848;559,9877319;-0,03211172298;559,9877319;-0,03535125405;559,9877319;-0,05200516433;
559,0151978;-0,01829869673;559,0151978;-0,01382744033;559,0151978;-0,01954856329;559,0151978;-0,02977012657;559,0151978;-0,03222186491;559,0151978;-0,03352021053;559,0151978;-0,0316529721;559,0151978;-0,03486672044;559,0151978;-0,0514896214;
558,0048828;-0,01819981076;558,0048828;-0,01368494146;558,0048828;-0,01958746277;558,0048828;-0,02993392572;558,0048828;-0,0318142809;558,0048828;-0,03349648789;558,0048828;-0,03156574443;558,0048828;-0,03457627818;558,0048828;-0,05127910525;
556,9943848;-0,01779435016;556,9943848;-0,01326700859;556,9943848;-0,0187974982;556,9943848;-0,02924815379;556,9943848;-0,03155255318;556,9943848;-0,03324272484;556,9943848;-0,03111383691;556,9943848;-0,03440996259;556,9943848;-0,05061841384;
555,9837646;-0,0173321031;555,9837646;-0,01266703568;555,9837646;-0,01827834547;555,9837646;-0,02847136557;555,9837646;-0,03107508831;555,9837646;-0,03245042637;555,9837646;-0,0306713488;555,9837646;-0,03364087269;555,9837646;-0,04956905171;
555,0102539;-0,0171835348;555,0102539;-0,01237624791;555,0102539;-0,01825675182;555,0102539;-0,02847723104;555,0102539;-0,03072889708;555,0102539;-0,03212691844;555,0102539;-0,03046105988;555,0102539;-0,03399820626;555,0102539;-0,04885463789;
553,9990234;-0,01676327921;553,9990234;-0,01194823906;553,9990234;-0,01798428781;553,9990234;-0,02798525617;553,9990234;-0,03033101372;553,9990234;-0,03194705769;553,9990234;-0,02993866242;553,9990234;-0,0334838815;553,9990234;-0,04815813527;
552,9875488;-0,01628970914;552,9875488;-0,01120796893;552,9875488;-0,01712062955;552,9875488;-0,0272951331;552,9875488;-0,02983233891;552,9875488;-0,03163073212;552,9875488;-0,0291596707;552,9875488;-0,03319054469;552,9875488;-0,0474662222;
552,0133667;-0,01624517702;552,0133667;-0,01103917044;552,0133667;-0,01701604947;552,0133667;-0,02723712847;552,0133667;-0,02964151837;552,0133667;-0,03126157075;552,0133667;-0,02921122313;552,0133667;-0,03294125944;552,0133667;-0,04710113257;
551,0014038;-0,0159963984;551,0014038;-0,01052677445;551,0014038;-0,01639162377;551,0014038;-0,02668926865;551,0014038;-0,0290364977;551,0014038;-0,03081170842;551,0014038;-0,02882880718;551,0014038;-0,03247920424;551,0014038;-0,04618503898;
549,9892578;-0,01541837491;549,9892578;-0,009496111423;549,9892578;-0,01589663699;549,9892578;-0,02641468868;549,9892578;-0,02857719921;549,9892578;-0,03036804311;549,9892578;-0,02804942243;549,9892578;-0,03217561916;549,9892578;-0,04545323551;
549,0143433;-0,01474390831;549,0143433;-0,009082896635;549,0143433;-0,01508952305;549,0143433;-0,02528381348;549,0143433;-0,02796729468;549,0143433;-0,02979709953;549,0143433;-0,02748290449;549,0143433;-0,03135954961;549,0143433;-0,04458659142;
548,001709;-0,01439761743;548,001709;-0,008513919078;548,001709;-0,01433846448;548,001709;-0,02487294003;548,001709;-0,02703524008;548,001709;-0,02890931815;548,001709;-0,02673230506;548,001709;-0,03094686568;548,001709;-0,0436908789;
546,9888916;-0,01394632831;546,9888916;-0,007900933735;546,9888916;-0,01402814221;546,9888916;-0,02441626042;546,9888916;-0,0267122481;546,9888916;-0,02862382866;546,9888916;-0,02644036151;546,9888916;-0,03054604679;546,9888916;-0,04315843061;
546,0132446;-0,01379940566;546,0132446;-0,00715540722;546,0132446;-0,01357220393;546,0132446;-0,02400858141;546,0132446;-0,0263625104;546,0132446;-0,02825559303;546,0132446;-0,02589529939;546,0132446;-0,03008882515;546,0132446;-0,04220959172;
544,999939;-0,01301877853;544,999939;-0,006214499474;544,999939;-0,01287867874;544,999939;-0,02323001064;544,999939;-0,0258242283;544,999939;-0,02751697041;544,999939;-0,02514957078;544,999939;-0,02932263538;544,999939;-0,04148295522;
543,9863281;-0,01236613374;543,9863281;-0,00559605984;543,9863281;-0,01189912856;543,9863281;-0,02233945951;543,9863281;-0,02473974228;543,9863281;-0,0266393628;543,9863281;-0,02414009348;543,9863281;-0,02866032533;543,9863281;-0,04035969824;
543,0100708;-0,01193146594;543,0100708;-0,004995265976;543,0100708;-0,01121705025;543,0100708;-0,02154571936;543,0100708;-0,02414484322;543,0100708;-0,02625053003;543,0100708;-0,02377377078;543,0100708;-0,02816884778;543,0100708;-0,03936150298;
541,9959717;-0,01139470562;541,9959717;-0,004290766548;541,9959717;-0,01054506656;541,9959717;-0,02094553784;541,9959717;-0,02349047549;541,9959717;-0,02543281019;541,9959717;-0,02298240364;541,9959717;-0,0275354851;541,9959717;-0,03863093629;
540,9817505;-0,01125160791;540,9817505;-0,003675021231;540,9817505;-0,01053870004;540,9817505;-0,02100207098;540,9817505;-0,02359213494;540,9817505;-0,02554016933;540,9817505;-0,02289626747;540,9817505;-0,02761740237;540,9817505;-0,03851620108;
540,0047607;-0,01064267941;540,0047607;-0,002966318745;540,0047607;-0,009468353353;540,0047607;-0,02018576674;540,0047607;-0,02273470536;540,0047607;-0,02467087843;540,0047607;-0,02221576311;540,0047607;-0,02680814266;540,0047607;-0,03738656268;
538,9899902;-0,009615127929;538,9899902;-0,002048024209;538,9899902;-0,00871430058;538,9899902;-0,01907093823;538,9899902;-0,02189861611;538,9899902;-0,02370480262;538,9899902;-0,02134550363;538,9899902;-0,02608250827;538,9899902;-0,03609135747;
538,0125732;-0,009159245528;538,0125732;-0,001345743425;538,0125732;-0,007593556307;538,0125732;-0,01831587031;538,0125732;-0,02072268724;538,0125732;-0,02298186347;538,0125732;-0,02018211037;538,0125732;-0,02500111051;538,0125732;-0,03503510728;
536,9973145;-0,008868837729;536,9973145;-0,0004903657245;536,9973145;-0,007302710786;536,9973145;-0,01782098599;536,9973145;-0,02050026506;536,9973145;-0,02251970209;536,9973145;-0,01975722611;536,9973145;-0,02476634644;536,9973145;-0,03476240858;
535,9818726;-0,008589707315;535,9818726;1,470347888E-005;535,9818726;-0,006784049328;535,9818726;-0,01758852042;535,9818726;-0,02016683854;535,9818726;-0,02199144661;535,9818726;-0,01961869001;535,9818726;-0,02433877997;535,9818726;-0,03410509229;
535,0037842;-0,007769801188;535,0037842;0,001200203085;535,0037842;-0,00545840105;535,0037842;-0,01603766344;535,0037842;-0,01892132871;535,0037842;-0,02090374939;535,0037842;-0,01811937429;535,0037842;-0,02344588935;535,0037842;-0,03266493976;
533,987915;-0,007195891347;533,987915;0,001826232416;533,987915;-0,004697245546;533,987915;-0,01549126953;533,987915;-0,01821827888;533,987915;-0,02027649432;533,987915;-0,01751781814;533,987915;-0,02269441448;533,987915;-0,03180970997;
533,0093994;-0,007123067975;533,0093994;0,001991254278;533,0093994;-0,004823216237;533,0093994;-0,01565260254;533,0093994;-0,01827263646;533,0093994;-0,02035979182;533,0093994;-0,01753984578;533,0093994;-0,02273775078;533,0093994;-0,03173445165;
531,992981;-0,006563805044;531,992981;0,00293917954;531,992981;-0,003705051495;531,992981;-0,01496049389;531,992981;-0,01738846302;531,992981;-0,01952381618;531,992981;-0,01680970006;531,992981;-0,02189359441;531,992981;-0,03068731539;
531,0140381;-0,005917417351;531,0140381;0,003690381302;531,0140381;-0,002755035879;531,0140381;-0,01366939023;531,0140381;-0,01644606143;531,0140381;-0,01865548082;531,0140381;-0,01577868126;531,0140381;-0,02097607404;531,0140381;-0,02961061709;
529,9971924;-0,005163256545;529,9971924;0,004765329417;529,9971924;-0,0017546257;529,9971924;-0,01257777307;529,9971924;-0,01531898137;529,9971924;-0,01765672676;529,9971924;-0,01486184541;529,9971924;-0,02007500082;529,9971924;-0,02802170813;
529,0177612;-0,004800124094;529,0177612;0,005256402306;529,0177612;-0,001457004109;529,0177612;-0,0123665873;529,0177612;-0,01503901649;529,0177612;-0,01726772636;529,0177612;-0,01443507802;529,0177612;-0,01973135397;529,0177612;-0,02800530195;
528,0004272;-0,00533931423;528,0004272;0,005364390556;528,0004272;-0,001806856017;528,0004272;-0,01279755216;528,0004272;-0,01566758566;528,0004272;-0,01767646149;528,0004272;-0,0147064738;528,0004272;-0,02014484443;528,0004272;-0,02799675986;
526,9829712;-0,004321830813;526,9829712;0,006447304972;526,9829712;-0,0005666881334;526,9829712;-0,01155746728;526,9829712;-0,01456286199;526,9829712;-0,01660140976;526,9829712;-0,01373585779;526,9829712;-0,01928126812;526,9829712;-0,02671482787;
526,0028687;-0,004113155417;526,0028687;0,006926843897;526,0028687;-4,022493158E-005;526,0028687;-0,01111002825;526,0028687;-0,01385236345;526,0028687;-0,01601336524;526,0028687;-0,01306158397;526,0028687;-0,01864700019;526,0028687;-0,02596640773;
524,9848633;-0,003890577704;524,9848633;0,007460922003;524,9848633;0,0004927858827;524,9848633;-0,01056194305;524,9848633;-0,01363231428;524,9848633;-0,01570543647;524,9848633;-0,01269137207;524,9848633;-0,01839090884;524,9848633;-0,02565345354;
524,0043945;-0,003369209589;524,0043945;0,008106360212;524,0043945;0,001112215803;524,0043945;-0,01041200012;524,0043945;-0,01322713681;524,0043945;-0,01521141641;524,0043945;-0,01228803303;524,0043945;-0,01766661927;524,0043945;-0,02455753274;
522,9859619;-0,00290785078;522,9859619;0,008702497929;522,9859619;0,00165643997;522,9859619;-0,009500011802;522,9859619;-0,01235808339;522,9859619;-0,01447293628;522,9859619;-0,01148259826;522,9859619;-0,01717930473;522,9859619;-0,02388036251;
522,0050049;-0,002328969073;522,0050049;0,00949509535;522,0050049;0,002375152661;522,0050049;-0,008840380237;522,0050049;-0,01180275436;522,0050049;-0,01396242157;522,0050049;-0,01074335165;522,0050049;-0,01657679304;522,0050049;-0,02326961234;
520,986145;-0,002245487645;520,986145;0,01021034457;520,986145;0,002999490593;520,986145;-0,008474928327;520,986145;-0,01123864297;520,986145;-0,01341521554;520,986145;-0,01021321025;520,986145;-0,01605921797;520,986145;-0,02251021378;
520,0047607;-0,001711774617;520,0047607;0,01052400097;520,0047607;0,00358894188;520,0047607;-0,007847296074;520,0047607;-0,0108584417;520,0047607;-0,01284716465;520,0047607;-0,009837676771;520,0047607;-0,01550985407;520,0047607;-0,02171196043;
518,9854126;-0,001750036492;518,9854126;0,01080470905;518,9854126;0,00393083971;518,9854126;-0,007464977447;518,9854126;-0,01041270792;518,9854126;-0,01245141588;518,9854126;-0,009368956089;518,9854126;-0,01532637794;518,9854126;-0,021217186;
518,0036621;-0,001707649091;518,0036621;0,01111204922;518,0036621;0,003871208988;518,0036621;-0,007469811942;518,0036621;-0,01062191557;518,0036621;-0,01248793863;518,0036621;-0,009310330264;518,0036621;-0,01536915544;518,0036621;-0,02130784467;
516,9838257;-0,001766742906;516,9838257;0,01140047237;516,9838257;0,004484206904;516,9838257;-0,007358910516;516,9838257;-0,010325104;516,9838257;-0,01223448105;516,9838257;-0,009086648934;516,9838257;-0,014862746;516,9838257;-0,02061018161;
516,0015869;-0,001468510483;516,0015869;0,01182533987;516,0015869;0,004483553115;516,0015869;-0,006947681308;516,0015869;-0,009846685454;516,0015869;-0,01176919788;516,0015869;-0,008854279295;516,0015869;-0,01486839913;516,0015869;-0,01977820136;
514,9813843;-0,001076401328;514,9813843;0,01202167012;514,9813843;0,004995123949;514,9813843;-0,006591596641;514,9813843;-0,00944474712;514,9813843;-0,01144099887;514,9813843;-0,008383581415;514,9813843;-0,0142701352;514,9813843;-0,01989141665;
513,9987183;-0,001203426509;513,9987183;0,01247493085;513,9987183;0,005266437307;513,9987183;-0,006309417076;513,9987183;-0,009526805952;513,9987183;-0,01139525976;513,9987183;-0,008342445828;513,9987183;-0,01426026598;513,9987183;-0,01908188872;
513,0158081;-0,000876700622;513,0158081;0,01292861253;513,0158081;0,005636590533;513,0158081;-0,005946782418;513,0158081;-0,008847989142;513,0158081;-0,01102468465;513,0158081;-0,007840736769;513,0158081;-0,01378240343;513,0158081;-0,01848270744;
511,9949951;-0,0009073900292;511,9949951;0,01289906539;511,9949951;0,005678393878;511,9949951;-0,006016739644;511,9949951;-0,008901605383;511,9949951;-0,0109393755;511,9949951;-0,007855176926;511,9949951;-0,01388275158;511,9949951;-0,01862393692;
511,0116577;-0,001137491665;511,0116577;0,01319937874;511,0116577;0,005688386504;511,0116577;-0,005888561253;511,0116577;-0,009055061266;511,0116577;-0,01083122473;511,0116577;-0,007761104964;511,0116577;-0,01377909351;511,0116577;-0,01825883612;
509,9902954;-0,0008622334572;509,9902954;0,01354585867;509,9902954;0,006034435239;509,9902954;-0,005845758133;509,9902954;-0,008849460632;509,9902954;-0,0108913118;509,9902954;-0,007596507203;509,9902954;-0,01347313914;509,9902954;-0,01817280054;
509,0065918;-0,000925265369;509,0065918;0,01352633722;509,0065918;0,005879992619;509,0065918;-0,005800652783;509,0065918;-0,00886290241;509,0065918;-0,01089297794;509,0065918;-0,007686850615;509,0065918;-0,01377894264;509,0065918;-0,01803733408;
507,9848022;-0,0008715855074;507,9848022;0,0137891667;507,9848022;0,006095099263;507,9848022;-0,005707054865;507,9848022;-0,008832720108;507,9848022;-0,01068107225;507,9848022;-0,007377234753;507,9848022;-0,01347785722;507,9848022;-0,01784394309;
507,0006714;-0,001082185423;507,0006714;0,01397668198;507,0006714;0,006186806597;507,0006714;-0,00570306927;507,0006714;-0,008783407509;507,0006714;-0,01055421215;507,0006714;-0,007441923954;507,0006714;-0,01334247366;507,0006714;-0,0170130115;
506,0162964;-0,001125305309;506,0162964;0,01411285251;506,0162964;0,005982099567;506,0162964;-0,005689681508;506,0162964;-0,008669846691;506,0162964;-0,01065621804;506,0162964;-0,007503041066;506,0162964;-0,013488397;506,0162964;-0,01741009951;
504,9938965;-0,001062715543;504,9938965;0,0145313628;504,9938965;0,006182762794;504,9938965;-0,005473687313;504,9938965;-0,008563921787;504,9938965;-0,01045223325;504,9938965;-0,007436325774;504,9938965;-0,01339624077;504,9938965;-0,01701590046;
504,0091248;-0,001290050801;504,0091248;0,01461796183;504,0091248;0,005977086723;504,0091248;-0,005672767758;504,0091248;-0,009056531824;504,0091248;-0,01111790072;504,0091248;-0,007472203579;504,0091248;-0,01360431779;504,0091248;-0,01740920357;
502,9862976;-0,001259130309;502,9862976;0,01465292741;502,9862976;0,005952653941;502,9862976;-0,005847443826;502,9862976;-0,009097700939;502,9862976;-0,01094422117;502,9862976;-0,007801024243;502,9862976;-0,01370385382;502,9862976;-0,01713491417;
502,0011292;-0,0007241512649;502,0011292;0,01506014075;502,0011292;0,00628060801;502,0011292;-0,005629228428;502,0011292;-0,008821863681;502,0011292;-0,01085813809;502,0011292;-0,007355449256;502,0011292;-0,0132722808;502,0011292;-0,01751722023;
501,015625;-0,001616001711;501,015625;0,01475540455;501,015625;0,005682983436;501,015625;-0,006266247481;501,015625;-0,009244196117;501,015625;-0,0111673018;501,015625;-0,007953650318;501,015625;-0,01395740826;501,015625;-0,01733623259;
499,9921875;-0,001532795723;499,9921875;0,01523029618;499,9921875;0,005862386432;499,9921875;-0,006088166032;499,9921875;-0,009255649522;499,9921875;-0,0111571094;499,9921875;-0,007992383093;499,9921875;-0,01380286645;499,9921875;-0,01753014885;
499,0063477;-0,00158494967;499,0063477;0,01517520566;499,0063477;0,005469942;499,0063477;-0,006525149103;499,0063477;-0,009305921383;499,0063477;-0,01134749874;499,0063477;-0,008175020106;499,0063477;-0,01395414956;499,0063477;-0,01761810109;
497,9824219;-0,001651590224;497,9824219;0,0154611906;497,9824219;0,00588678848;497,9824219;-0,006573698018;497,9824219;-0,009488767013;497,9824219;-0,01133796666;497,9824219;-0,007941094227;497,9824219;-0,01401591115;497,9824219;-0,01752840914;
496,9962158;-0,001489406801;496,9962158;0,01569516025;496,9962158;0,005569173489;496,9962158;-0,006270483136;496,9962158;-0,009359734133;496,9962158;-0,01131158695;496,9962158;-0,008157237433;496,9962158;-0,01405736525;496,9962158;-0,01762466319;
496,0097351;-0,002102846978;496,0097351;0,01556482445;496,0097351;0,005479798652;496,0097351;-0,006996336393;496,0097351;-0,009980987757;496,0097351;-0,0118289534;496,0097351;-0,008703289554;496,0097351;-0,01455319952;496,0097351;-0,01814837195;
494,985199;-0,001865987899;494,985199;0,01556525379;494,985199;0,005102026276;494,985199;-0,007169920951;494,985199;-0,009901898913;494,985199;-0,01201889757;494,985199;-0,008680148982;494,985199;-0,0145380795;494,985199;-0,01823272556;
493,9983826;-0,001882689772;493,9983826;0,01540649962;493,9983826;0,004896651953;493,9983826;-0,007148226723;493,9983826;-0,01018104702;493,9983826;-0,01206079405;493,9983826;-0,008845351636;493,9983826;-0,01477093063;493,9983826;-0,01802670583;
493,0113525;-0,001509992639;493,0113525;0,0155964056;493,0113525;0,005554018542;493,0113525;-0,006744851824;493,0113525;-0,009744489565;493,0113525;-0,01176194195;493,0113525;-0,008471983485;493,0113525;-0,01435439289;493,0113525;-0,01801607572;
491,9861145;-0,001862224774;491,9861145;0,01540220808;491,9861145;0,005086468533;491,9861145;-0,007206024602;491,9861145;-0,0101525737;491,9861145;-0,01217669342;491,9861145;-0,008992793038;491,9861145;-0,01489446405;491,9861145;-0,01847332902;
490,9986877;-0,002255273517;490,9986877;0,01484087016;490,9986877;0,004312430974;490,9986877;-0,008065924048;490,9986877;-0,01136096567;490,9986877;-0,01309735142;490,9986877;-0,009725657292;490,9986877;-0,01563872024;490,9986877;-0,0191759672;
490,0109558;-0,00195552106;490,0109558;0,01462909952;490,0109558;0,004363467917;490,0109558;-0,008057233877;490,0109558;-0,01113798469;490,0109558;-0,01290204842;490,0109558;-0,00966292806;490,0109558;-0,01559771691;490,0109558;-0,01907718182;
488,985199;-0,001584175858;488,985199;0,01471285243;488,985199;0,004768495914;488,985199;-0,007525226567;488,985199;-0,01064096205;488,985199;-0,01255202107;488,985199;-0,009440795518;488,985199;-0,01528674457;488,985199;-0,01891542971;
487,9971008;-0,001683050068;487,9971008;0,01436940022;487,9971008;0,004268144723;487,9971008;-0,008221403696;487,9971008;-0,01133574732;487,9971008;-0,01298496407;487,9971008;-0,00979804527;487,9971008;-0,0158102829;487,9971008;-0,01956177875;
487,0088501;-0,001882019686;487,0088501;0,01400255971;487,0088501;0,003722650465;487,0088501;-0,009071540087;487,0088501;-0,01203415636;487,0088501;-0,01380893495;487,0088501;-0,0105959475;487,0088501;-0,01640169509;487,0088501;-0,01989898272;
485,9823914;-0,00122361281;485,9823914;0,01395821013;485,9823914;0,003985567484;485,9823914;-0,00868157018;485,9823914;-0,01149399299;485,9823914;-0,01358670555;485,9823914;-0,01036696229;485,9823914;-0,01608321629;485,9823914;-0,01983196847;
484,9937134;-0,0006048960495;484,9937134;0,01420731191;484,9937134;0,004388308618;484,9937134;-0,008180456236;484,9937134;-0,01126300916;484,9937134;-0,01313954592;484,9937134;-0,01001918595;484,9937134;-0,01579036377;484,9937134;-0,0198018942;
484,0048828;-0,0009420034476;484,0048828;0,01388865989;484,0048828;0,003417493543;484,0048828;-0,00920709502;484,0048828;-0,01244165562;484,0048828;-0,01411866117;484,0048828;-0,01092216;484,0048828;-0,01680417173;484,0048828;-0,02072115615;
483,0158386;-0,0007784695481;483,0158386;0,0135772936;483,0158386;0,002840521047;483,0158386;-0,01006825641;483,0158386;-0,01311282348;483,0158386;-0,01472684275;483,0158386;-0,01151567325;483,0158386;-0,01743198372;483,0158386;-0,02119031549;
481,9884949;-2,707587919E-005;481,9884949;0,01396540087;481,9884949;0,003032907611;481,9884949;-0,009732339531;481,9884949;-0,01283861976;481,9884949;-0,01459345035;481,9884949;-0,01139288954;481,9884949;-0,01730767824;481,9884949;-0,0210492257;
480,9990234;0,0008960086852;480,9990234;0,01430748962;480,9990234;0,003435157239;480,9990234;-0,00967730768;480,9990234;-0,01282288693;480,9990234;-0,01453177072;480,9990234;-0,01138799824;480,9990234;-0,01735667884;480,9990234;-0,02132879384;
480,0093994;0,001657089568;480,0093994;0,0144620426;480,0093994;0,003282339778;480,0093994;-0,009663636796;480,0093994;-0,01276884787;480,0093994;-0,0146788964;480,0093994;-0,01133862231;480,0093994;-0,01728792675;480,0093994;-0,0213611275;
478,9814758;0,002821709029;478,9814758;0,01471435186;478,9814758;0,003278870834;478,9814758;-0,009501075372;478,9814758;-0,01297205035;478,9814758;-0,01474070549;478,9814758;-0,01160500292;478,9814758;-0,01726125926;478,9814758;-0,02175155282;
